"","sex0","agesex","ageca","age0","cpthalach","cpexang","cp0","thalachage","thalachexang","thalach0","exang0","oldpeak0","slopethalach","slopeoldpeak","slopethal","ca0","thalsex","thalexang","thal0","labelcp","labelthalach","labeloldpeak","labelca","labelthal","lp__"
"23",-1.62845111825046,1.27063939964319,-0.968652091769801,-1.37939908130772,-0.130251287909512,-1.53316113349752,1.332708715771,0.148111394172605,1.27818274215499,0.838823000105231,-1.29677856130981,1.79830002162435,0.28326665626225,-0.738526319893765,-1.0876771202167,-0.181131921481855,0.0557095021398363,0.0186415265806931,1.6824719609964,-1.60114899534284,-1.57075539004086,0.0389804333484321,-1.03843660331635,0.985348491477497,-10002654883480.9
"24",-1.62845111825178,1.2706393996428,-0.968652091770116,-1.37939908132527,-0.130251287909764,-1.53316113349662,1.33270871577049,0.148108039604491,1.27818274215353,0.838823000103965,-1.29677856130986,1.79830002162638,0.283266656263806,-0.738526319892325,-1.08767712021936,-0.181131921482405,0.0557095021397232,0.018641526582711,1.68247196099751,-1.60114899534142,-1.57075539003982,0.0389804333454878,-1.03843660331813,0.985348491475366,-9996349190449.72
"25",-1.62845111825156,1.27063939964271,-0.968652091769803,-1.37939908132571,-0.130251287910175,-1.53316113349666,1.3327087157702,0.148107987218007,1.27818274215363,0.838823000103999,-1.29677856131015,1.79830002162627,0.283266656264026,-0.738526319891904,-1.08767712021942,-0.181131921482481,0.0557095021395896,0.0186415265827336,1.6824719609978,-1.60114899534135,-1.57075539004005,0.0389804333455131,-1.03843660331799,0.985348491475361,-9996250749488.07
"26",-1.62845111825103,1.27063939964311,-0.968652091768221,-1.37939908132728,-0.130251287909932,-1.53316113349668,1.33270871576985,0.148107777674079,1.27818274215331,0.838823000103842,-1.29677856130994,1.79830002162615,0.283266656264217,-0.738526319891876,-1.08767712021876,-0.181131921482453,0.0557095021395328,0.0186415265818527,1.6824719609969,-1.60114899534149,-1.57075539003941,0.0389804333462349,-1.03843660331798,0.985348491475928,-9995856999149.1
"27",-1.62845111825108,1.27063939964352,-0.968652091768026,-1.37939908132791,-0.130251287910268,-1.53316113349635,1.33270871576988,0.148107725292152,1.2781827421534,0.838823000104259,-1.29677856131006,1.79830002162588,0.28326665626398,-0.738526319891539,-1.08767712021863,-0.181131921482616,0.0557095021392297,0.018641526581599,1.68247196099691,-1.60114899534179,-1.57075539003938,0.0389804333462852,-1.03843660331777,0.985348491476559,-9995758571614.07
"28",-1.62845111825091,1.27063939964339,-0.968652091768226,-1.37939908132812,-0.130251287910014,-1.53316113349649,1.33270871576993,0.148107672915306,1.27818274215306,0.838823000104227,-1.29677856131001,1.79830002162607,0.283266656264174,-0.738526319891534,-1.08767712021903,-0.181131921482574,0.0557095021392031,0.0186415265818488,1.68247196099745,-1.60114899534195,-1.57075539003938,0.038980433346265,-1.03843660331793,0.985348491476857,-9995660154603.4
"29",-1.62845111825073,1.27063939964375,-0.968652091768165,-1.37939908132845,-0.13025128790959,-1.53316113349646,1.33270871577027,0.148107620534677,1.27818274215297,0.838823000104477,-1.29677856131012,1.79830002162624,0.283266656264722,-0.738526319891433,-1.08767712021906,-0.181131921482546,0.0557095021388708,0.0186415265820852,1.6824719609978,-1.60114899534186,-1.57075539003923,0.0389804333461239,-1.03843660331786,0.985348491476961,-9995561731455.79
"30",-1.62845111825081,1.27063939964377,-0.968652091768296,-1.37939908132857,-0.13025128790937,-1.5331611334967,1.33270871577045,0.148107568161168,1.27818274215283,0.838823000104121,-1.29677856131008,1.79830002162625,0.283266656264362,-0.738526319891423,-1.08767712021905,-0.18113192148231,0.0557095021392648,0.0186415265822631,1.68247196099813,-1.60114899534215,-1.57075539003894,0.0389804333462852,-1.03843660331784,0.985348491476809,-9995463322662.14
"31",-1.62845111825104,1.27063939964327,-0.968652091769146,-1.37939908133253,-0.130251287908311,-1.53316113349911,1.3327087157697,0.148106730055112,1.27818274215186,0.838823000104802,-1.29677856131002,1.79830002162567,0.283266656264016,-0.738526319890557,-1.08767712021892,-0.181131921482755,0.0557095021387761,0.0186415265820912,1.68247196099798,-1.60114899534214,-1.57075539003738,0.0389804333469432,-1.03843660331851,0.985348491476677,-9993888670145.51
"32",-1.62845111825161,1.27063939964248,-0.968652091767169,-1.37939908133713,-0.130251287908454,-1.53316113349906,1.33270871576937,0.148105892129328,1.27818274215052,0.838823000106043,-1.29677856130941,1.79830002162702,0.283266656263411,-0.738526319890146,-1.08767712022007,-0.181131921482237,0.0557095021370689,0.0186415265830502,1.68247196099926,-1.60114899534278,-1.57075539003643,0.0389804333477266,-1.03843660331837,0.985348491477156,-9992314605274.91
"33",-1.62845111825209,1.2706393996424,-0.968652091767243,-1.37939908133766,-0.130251287908559,-1.53316113350001,1.33270871576931,0.148105682665871,1.27818274215045,0.838823000106701,-1.29677856130905,1.79830002162727,0.283266656263104,-0.738526319889639,-1.08767712021961,-0.181131921483161,0.0557095021372394,0.0186415265838377,1.68247196099902,-1.60114899534341,-1.57075539003732,0.0389804333471524,-1.0384366033191,0.985348491477666,-9991921161741.19
"34",-1.62845111825227,1.27063939964217,-0.968652091766581,-1.37939908133821,-0.130251287908527,-1.53316113349982,1.33270871576887,0.148105630305227,1.27818274215043,0.838823000107152,-1.29677856130901,1.79830002162711,0.283266656262969,-0.738526319889778,-1.08767712021981,-0.181131921483168,0.0557095021373543,0.0186415265839051,1.68247196099884,-1.60114899534281,-1.57075539003758,0.0389804333468081,-1.03843660331912,0.985348491477689,-9991822813088.74
"35",-1.62845111825237,1.27063939964223,-0.968652091767283,-1.37939908133833,-0.130251287908004,-1.53316113349999,1.33270871576921,0.148105577952558,1.27818274215024,0.838823000107302,-1.29677856130876,1.79830002162709,0.28326665626288,-0.738526319889229,-1.08767712021958,-0.18113192148336,0.0557095021374269,0.0186415265839379,1.68247196099869,-1.60114899534257,-1.57075539003778,0.0389804333468481,-1.03843660331918,0.985348491477607,-9991724480390.84
"36",-1.62845111825239,1.27063939964211,-0.968652091767536,-1.3793990813385,-0.130251287907984,-1.53316113350004,1.33270871576966,0.148105525589917,1.27818274215019,0.838823000107098,-1.29677856130844,1.79830002162736,0.283266656263344,-0.738526319889194,-1.08767712021982,-0.181131921483507,0.0557095021374549,0.0186415265838612,1.68247196099849,-1.60114899534247,-1.57075539003762,0.0389804333467601,-1.03843660331924,0.98534849147778,-9991626129934.93
"37",-1.62845111825274,1.27063939964099,-0.968652091768761,-1.37939908134261,-0.130251287906272,-1.53316113349939,1.33270871577118,0.148104687817131,1.27818274214828,0.838823000108092,-1.29677856130734,1.79830002162772,0.283266656263213,-0.738526319888785,-1.0876771202166,-0.181131921483119,0.055709502138391,0.0186415265851104,1.68247196099856,-1.60114899534316,-1.57075539003961,0.0389804333471182,-1.03843660331863,0.985348491479502,-9990052710136.74
"38",-1.62845111825269,1.27063939964065,-0.968652091768707,-1.37939908134273,-0.130251287906667,-1.53316113349926,1.33270871577112,0.148104635469375,1.27818274214836,0.838823000108058,-1.29677856130728,1.79830002162769,0.283266656263447,-0.738526319889183,-1.0876771202168,-0.181131921483218,0.0557095021383885,0.0186415265854644,1.68247196099866,-1.60114899534294,-1.57075539003952,0.0389804333469811,-1.03843660331844,0.985348491479832,-9989954404152.41
"39",-1.62845111825276,1.27063939964024,-0.968652091768631,-1.37939908134301,-0.130251287906605,-1.53316113349924,1.33270871577121,0.148104583120409,1.27818274214814,0.838823000107988,-1.29677856130745,1.79830002162787,0.283266656263393,-0.738526319889201,-1.08767712021656,-0.181131921483468,0.0557095021385069,0.0186415265858145,1.68247196099855,-1.60114899534288,-1.57075539003912,0.0389804333470532,-1.03843660331883,0.985348491479895,-9989856096867.91
"40",-1.62845111825188,1.27063939963977,-0.968652091769364,-1.37939908134386,-0.130251287906096,-1.53316113349999,1.33270871577073,0.148104373716703,1.27818274214838,0.838823000107496,-1.29677856130738,1.79830002162723,0.283266656262394,-0.738526319889046,-1.08767712021582,-0.181131921483389,0.0557095021381758,0.0186415265859239,1.68247196099788,-1.60114899534276,-1.57075539003927,0.038980433347044,-1.03843660331872,0.985348491480261,-9989462862713.96
"41",-1.6284511182515,1.27063939963969,-0.968652091769212,-1.37939908134415,-0.130251287905488,-1.53316113350002,1.33270871576983,0.148104164314321,1.27818274214863,0.8388230001074,-1.29677856130871,1.7983000216274,0.283266656261529,-0.738526319889313,-1.08767712021563,-0.181131921483273,0.0557095021388086,0.0186415265855616,1.68247196099762,-1.60114899534313,-1.57075539004002,0.0389804333469883,-1.03843660331848,0.985348491480282,-9989069646591.29
"42",-1.6284511182515,1.27063939964078,-0.968652091769813,-1.37939908134502,-0.130251287905302,-1.53316113350029,1.33270871577029,0.148103954934222,1.27818274214939,0.838823000107508,-1.29677856130862,1.79830002162763,0.283266656261634,-0.738526319889723,-1.08767712021574,-0.181131921483351,0.0557095021390202,0.0186415265864331,1.68247196099736,-1.60114899534344,-1.57075539003979,0.0389804333466304,-1.03843660331719,0.98534849148077,-9988676487842.77
"43",-1.62845111825083,1.27063939963946,-0.968652091769223,-1.37939908134983,-0.130251287904975,-1.53316113349986,1.33270871577042,0.148103117423639,1.27818274214986,0.838823000107125,-1.29677856130831,1.79830002162881,0.283266656260895,-0.738526319889889,-1.08767712021701,-0.181131921482749,0.055709502139654,0.0186415265853128,1.68247196099579,-1.60114899534341,-1.57075539004092,0.0389804333464896,-1.03843660331754,0.985348491481403,-9987104026593.58
"44",-1.62845111825108,1.27063939963971,-0.968652091769008,-1.37939908134979,-0.130251287905168,-1.53316113349978,1.33270871577092,0.148103065091174,1.27818274215027,0.838823000107423,-1.29677856130862,1.79830002162907,0.283266656260888,-0.738526319890399,-1.0876771202175,-0.181131921482786,0.0557095021393216,0.0186415265857528,1.68247196099573,-1.60114899534335,-1.57075539004131,0.0389804333462022,-1.03843660331738,0.985348491481515,-9987005778449.74
"45",-1.62845111825111,1.27063939963982,-0.968652091769013,-1.37939908135022,-0.130251287904579,-1.53316113349935,1.33270871577138,0.148103012756107,1.27818274215001,0.838823000106907,-1.29677856130854,1.79830002162913,0.283266656260869,-0.738526319890683,-1.08767712021742,-0.181131921482424,0.0557095021390455,0.0186415265859441,1.6824719609953,-1.60114899534339,-1.57075539004146,0.0389804333465172,-1.03843660331748,0.985348491481616,-9986907526385.3
"46",-1.62845111825113,1.27063939963992,-0.968652091768873,-1.37939908135024,-0.130251287904678,-1.53316113349963,1.33270871577106,0.14810296041819,1.27818274214994,0.838823000107332,-1.29677856130876,1.79830002162899,0.283266656260758,-0.738526319890641,-1.08767712021706,-0.181131921482269,0.0557095021391246,0.0186415265861863,1.68247196099465,-1.60114899534405,-1.5707553900414,0.0389804333465113,-1.03843660331757,0.985348491481456,-9986809269944.44
"47",-1.62845111825381,1.27063939963386,-0.968652091769246,-1.37939908162805,-0.130251287915237,-1.53316113349779,1.33270871576725,0.148049457157984,1.27818274215391,0.838823000117041,-1.2967785613059,1.79830002162573,0.283266656254058,-0.738526319881407,-1.08767712021819,-0.181131921485812,0.0557095021321966,0.0186415265910451,1.6824719609954,-1.6011489953474,-1.57075539005436,0.0389804333451501,-1.03843660332024,0.985348491473274,-9886870941832.05
"48",-1.62845111825394,1.27063939963392,-0.968652091769158,-1.37939908162837,-0.130251287915614,-1.5331611334976,1.33270871576691,0.148049405350848,1.27818274215328,0.838823000116983,-1.29677856130571,1.79830002162595,0.283266656253792,-0.738526319881194,-1.08767712021823,-0.181131921485811,0.0557095021324511,0.0186415265909911,1.6824719609955,-1.60114899534741,-1.57075539005457,0.0389804333451474,-1.03843660332031,0.985348491472828,-9886774659852.56
"49",-1.62845111825369,1.27063939963372,-0.968652091769132,-1.37939908162828,-0.13025128791583,-1.53316113349741,1.33270871576723,0.148049353541078,1.27818274215339,0.838823000117077,-1.29677856130555,1.79830002162576,0.283266656254113,-0.738526319881084,-1.0876771202182,-0.181131921486028,0.0557095021327173,0.0186415265907511,1.68247196099565,-1.60114899534767,-1.57075539005453,0.0389804333452721,-1.03843660332007,0.985348491472516,-9886678373922.41
"50",-1.62845111825389,1.27063939963347,-0.96865209176915,-1.37939908162862,-0.130251287916044,-1.53316113349791,1.33270871576727,0.148049301732005,1.27818274215315,0.838823000117114,-1.29677856130551,1.79830002162595,0.283266656254363,-0.738526319881532,-1.08767712021799,-0.181131921486033,0.055709502132643,0.0186415265906942,1.68247196099562,-1.60114899534756,-1.57075539005492,0.0389804333453161,-1.0384366033203,0.985348491472702,-9886582090226.6
"51",-1.62845111825347,1.27063939963593,-0.968652091766803,-1.3793990816471,-0.13025128791376,-1.53316113349964,1.33270871576693,0.148045986251094,1.27818274215443,0.838823000119224,-1.29677856130393,1.79830002162305,0.28326665625389,-0.738526319882888,-1.08767712021406,-0.181131921484525,0.0557095021293968,0.0186415265923685,1.68247196099463,-1.60114899534787,-1.57075539005928,0.038980433345712,-1.03843660331833,0.985348491475622,-9880422447977.06
"52",-1.62845111825386,1.27063939963564,-0.968652091766594,-1.37939908164752,-0.1302512879141,-1.53316113349982,1.33270871576715,0.148045934476534,1.27818274215441,0.838823000119359,-1.29677856130406,1.79830002162251,0.283266656254495,-0.738526319882897,-1.08767712021386,-0.181131921484103,0.055709502129037,0.0186415265925876,1.68247196099468,-1.60114899534775,-1.57075539005898,0.0389804333458757,-1.03843660331843,0.98534849147565,-9880326289539.22
"53",-1.62845111825386,1.27063939963548,-0.96865209176637,-1.37939908164846,-0.130251287913673,-1.53316113349989,1.33270871576715,0.148045727399143,1.27818274215381,0.838823000119695,-1.29677856130509,1.79830002162204,0.283266656255348,-0.738526319883391,-1.08767712021393,-0.181131921483061,0.0557095021288754,0.0186415265931389,1.68247196099535,-1.60114899534776,-1.57075539005888,0.0389804333460072,-1.03843660331816,0.985348491475445,-9879941703917.27
"54",-1.62845111825386,1.27063939963667,-0.968652091766853,-1.37939908164934,-0.130251287913009,-1.53316113349993,1.33270871576663,0.148045520305531,1.27818274215271,0.838823000119575,-1.29677856130411,1.79830002162144,0.283266656255603,-0.738526319883807,-1.08767712021432,-0.181131921482929,0.0557095021288399,0.0186415265926827,1.68247196099482,-1.60114899534761,-1.57075539005887,0.0389804333466628,-1.03843660331693,0.985348491474731,-9879557103198.83
"55",-1.62845111825447,1.27063939963877,-0.968652091769874,-1.37939908166468,-0.130251287917083,-1.5331611335001,1.33270871576719,0.148042207198058,1.27818274215287,0.838823000119999,-1.29677856130254,1.79830002162199,0.283266656257295,-0.738526319883638,-1.08767712021582,-0.181131921485977,0.0557095021271588,0.0186415265947114,1.68247196099467,-1.60114899534947,-1.57075539006067,0.0389804333454544,-1.03843660331994,0.985348491474689,-9873406259761.04
"56",-1.62845111825479,1.2706393996389,-0.968652091770016,-1.37939908166474,-0.130251287917203,-1.53316113350024,1.33270871576708,0.148042155457863,1.27818274215325,0.838823000120273,-1.29677856130266,1.79830002162221,0.283266656257159,-0.738526319883728,-1.08767712021555,-0.181131921486325,0.0557095021269214,0.0186415265947721,1.68247196099458,-1.6011489953493,-1.57075539006045,0.0389804333454342,-1.03843660331986,0.985348491474525,-9873310233655.69
"57",-1.62845111825488,1.27063939963911,-0.968652091769899,-1.37939908166511,-0.130251287917307,-1.5331611335004,1.33270871576685,0.148042103719898,1.27818274215304,0.83882300012019,-1.29677856130274,1.7983000216224,0.283266656257123,-0.738526319883779,-1.08767712021574,-0.181131921486301,0.0557095021273095,0.0186415265943225,1.6824719609949,-1.60114899534923,-1.57075539006089,0.0389804333454912,-1.03843660332008,0.985348491474567,-9873214212624.55
"58",-1.62845111825486,1.27063939963838,-0.968652091769644,-1.37939908166563,-0.130251287917851,-1.53316113350045,1.33270871576721,0.14804189679166,1.27818274215277,0.838823000120289,-1.29677856130286,1.79830002162258,0.283266656257032,-0.738526319884264,-1.0876771202159,-0.181131921486613,0.0557095021281196,0.0186415265940361,1.68247196099456,-1.60114899534948,-1.57075539006167,0.0389804333458377,-1.03843660332025,0.985348491474331,-9872830181720.35
"59",-1.62845111825514,1.2706393996386,-0.968652091769772,-1.37939908166606,-0.130251287918183,-1.53316113350042,1.33270871576695,0.14804184506,1.27818274215248,0.838823000119947,-1.29677856130294,1.79830002162275,0.283266656257005,-0.738526319884068,-1.08767712021581,-0.181131921486387,0.0557095021281281,0.0186415265943389,1.68247196099457,-1.60114899534911,-1.57075539006161,0.0389804333455162,-1.03843660332044,0.985348491473831,-9872734177075.71
"60",-1.62845111825505,1.2706393996385,-0.968652091769691,-1.37939908166645,-0.130251287918354,-1.53316113350077,1.33270871576725,0.14804179333252,1.27818274215209,0.838823000120056,-1.29677856130298,1.79830002162306,0.283266656257036,-0.738526319884329,-1.08767712021574,-0.181131921486471,0.0557095021280083,0.0186415265948638,1.68247196099456,-1.60114899534964,-1.57075539006124,0.0389804333459338,-1.03843660332017,0.985348491474135,-9872638181125.36
"61",-1.62845111825433,1.27063939963905,-0.968652091770021,-1.37939908167069,-0.130251287919114,-1.53316113350167,1.33270871576618,0.148040965574239,1.27818274215128,0.838823000121866,-1.29677856130316,1.79830002162434,0.283266656254771,-0.738526319884198,-1.08767712021517,-0.181131921487334,0.0557095021268516,0.0186415265960888,1.68247196099579,-1.60114899534916,-1.57075539006162,0.0389804333453601,-1.03843660332064,0.985348491472055,-9871102153314.18
"62",-1.62845111825435,1.27063939963963,-0.968652091770009,-1.379399081671,-0.13025128791957,-1.53316113350171,1.33270871576638,0.148040913851285,1.27818274215136,0.838823000121604,-1.29677856130316,1.798300021624,0.283266656254586,-0.73852631988427,-1.08767712021497,-0.181131921487693,0.0557095021272442,0.0186415265960725,1.68247196099614,-1.60114899534919,-1.57075539006142,0.038980433345337,-1.03843660332069,0.985348491472326,-9871006181694.37
